Date,Open,High,Low,Close,Adj Close,Volume
2021-01-29,24.899999618530273,25.799999237060547,24.350000381469727,24.799999237060547,21.363666534423828,381938573
2021-02-01,25.25,25.399999618530273,24.899999618530273,25.100000381469727,21.622100830078125,72044464
2021-02-02,25.450000762939453,25.450000762939453,24.700000762939453,24.75,21.320592880249023,36735442
2021-02-03,24.799999237060547,24.899999618530273,24.049999237060547,24.25,20.889875411987305,45816269
2021-02-04,24.25,25.799999237060547,23.850000381469727,25.350000381469727,21.83745765686035,88486029
2021-02-05,25.600000381469727,26.200000762939453,25.549999237060547,25.700000762939453,22.138959884643555,56318695
2021-02-08,25.899999618530273,25.950000762939453,25.600000381469727,25.75,22.182029724121094,28324374
2021-02-09,25.75,25.799999237060547,25.200000762939453,25.299999237060547,21.79438591003418,25243532
2021-02-10,25.399999618530273,25.799999237060547,25.0,25.399999618530273,21.88052749633789,33132159
2021-02-11,25.399999618530273,25.649999618530273,25.25,25.399999618530273,21.88052749633789,13586295
2021-02-12,25.5,25.549999237060547,25.299999237060547,25.399999618530273,21.88052749633789,15658220
2021-02-15,26.200000762939453,26.200000762939453,25.649999618530273,25.75,22.182029724121094,45629832
2021-02-16,25.899999618530273,26.0,25.799999237060547,25.899999618530273,22.311246871948242,34557518
2021-02-17,25.299999237060547,25.600000381469727,24.899999618530273,25.299999237060547,22.715274810791016,28638408
2021-02-18,25.450000762939453,25.799999237060547,25.399999618530273,25.649999618530273,23.02951431274414,21022422
2021-02-19,25.649999618530273,25.700000762939453,25.200000762939453,25.350000381469727,22.76016616821289,14542153
2021-02-22,25.299999237060547,25.399999618530273,24.950000762939453,25.0,22.4459228515625,16652770
2021-02-23,25.0,25.149999618530273,24.899999618530273,24.950000762939453,22.401031494140625,13021961
2021-02-24,24.899999618530273,25.200000762939453,24.850000381469727,24.899999618530273,22.356138229370117,10958830
2021-02-25,24.950000762939453,25.200000762939453,24.899999618530273,24.950000762939453,22.401031494140625,22761296
2021-02-26,24.850000381469727,24.950000762939453,24.5,24.649999618530273,22.13167953491211,36424500
2021-03-01,24.649999618530273,26.700000762939453,24.649999618530273,25.899999618530273,23.25397491455078,93579588
2021-03-02,26.100000381469727,26.299999237060547,25.450000762939453,25.649999618530273,23.02951431274414,48494934
2021-03-03,25.799999237060547,25.950000762939453,25.450000762939453,25.5,22.89484214782715,18806435
2021-03-04,25.25,25.700000762939453,25.25,25.399999618530273,22.805055618286133,21742960
2021-03-05,25.399999618530273,25.549999237060547,24.799999237060547,24.950000762939453,22.401031494140625,25255199
2021-03-08,25.100000381469727,25.25,24.799999237060547,24.850000381469727,22.311246871948242,16353985
2021-03-09,24.950000762939453,25.5,24.799999237060547,24.950000762939453,22.401031494140625,21380757
2021-03-10,25.0,25.100000381469727,24.850000381469727,24.850000381469727,22.311246871948242,11360743
2021-03-12,24.899999618530273,25.049999237060547,24.799999237060547,24.850000381469727,22.311246871948242,17086939
2021-03-15,24.899999618530273,24.950000762939453,24.5,24.649999618530273,22.13167953491211,17382950
2021-03-16,24.649999618530273,24.799999237060547,24.5,24.549999237060547,22.041894912719727,9649363
2021-03-17,24.549999237060547,24.600000381469727,24.100000381469727,24.149999618530273,21.68276023864746,14312130
2021-03-18,24.200000762939453,24.600000381469727,23.899999618530273,24.049999237060547,21.59297752380371,16168159
2021-03-19,24.0,24.100000381469727,23.5,23.950000762939453,21.50319480895996,15260549
2021-03-22,24.0,24.5,23.850000381469727,23.899999618530273,21.458301544189453,13817385
2021-03-23,23.899999618530273,24.100000381469727,23.75,23.799999237060547,21.36851692199707,13742805
2021-03-24,23.799999237060547,23.899999618530273,23.399999618530273,23.450000762939453,21.054275512695312,16788250
2021-03-25,23.450000762939453,23.549999237060547,22.899999618530273,22.950000762939453,20.605356216430664,19233029
2021-03-26,23.200000762939453,23.299999237060547,22.899999618530273,23.049999237060547,20.695138931274414,16323314
2021-03-30,23.149999618530273,23.299999237060547,22.899999618530273,22.950000762939453,20.605356216430664,14301425
2021-03-31,22.950000762939453,23.100000381469727,22.899999618530273,22.899999618530273,20.56046485900879,11770453
2021-04-01,23.0,23.200000762939453,22.700000762939453,22.850000381469727,20.515573501586914,18367745
2021-04-05,22.850000381469727,22.899999618530273,22.299999237060547,22.5,20.201332092285156,20106460
2021-04-06,22.5,22.5,21.899999618530273,22.0,19.752410888671875,25085603
2021-04-07,22.0,22.299999237060547,21.899999618530273,22.149999618530273,19.887088775634766,14507382
2021-04-08,22.100000381469727,22.350000381469727,21.899999618530273,21.950000762939453,19.70751953125,18025782
2021-04-09,22.0,22.049999237060547,21.899999618530273,21.950000762939453,19.70751953125,16396258
2021-04-12,21.850000381469727,21.850000381469727,20.799999237060547,20.850000381469727,18.719898223876953,25942981
